mp_id,Formula,IPF,Density,E_above_Hull,G_VRH,K_VRH,Elastic_Anisotropy,poisson_ratio,Y_Modulus,PC 1,PC 2,PC 3
mp-19226,NaFePO4,0.5374331018738084,3.5783228299071186,0.0,42.0,84.0,0.46,0.29,108.36,1.322939758761146,0.935558583616194,-0.5551290582747094
mp-998964,TiGaFeCo,0.1815656586239428,7.852732359070375,0.0,116.0,204.0,0.04,0.26,292.32,-0.3867696272639577,-0.3043371464456231,-0.301348339712978
mp-998964,TiGaFeCo,0.181565659,7.852732359,0.0,116.0,204.0,0.04,0.26,292.32,-0.3867696272639577,-0.3043371464456231,-0.301348339712978
mp-644264,Ca4Mg4Fe3H22,0.14480703268438752,2.4855974917700445,0.0,44.0,61.0,0.01,0.21,106.48,-3.5207301299732077,21.692943251621347,19.254646666142154
mp-558078,Rb2NaFeF6,0.3519389828897249,3.778508501013152,0.0,31.0,57.0,0.0,0.27,78.74,5.424464670903457,-2.547102768662645,3.833324785362679
mp-998980,TiAlFeCo,0.1707558408601182,6.4231420270626645,0.0,127.0,175.0,0.01,0.21,307.34,-0.38251872989837116,-0.28836596607253934,-0.23180340163574495
mp-998980,TiAlFeCo,0.17075584100000002,6.423142027000001,0.0,127.0,175.0,0.01,0.21,307.34,-0.38251872989837116,-0.28836596607253934,-0.23180340163574495
mp-18878,LiFeAs2O7,0.4984981386663735,4.028044539275526,0.0,48.0,96.0,0.34,0.29,123.84,1.556664183100527,1.6689615683580898,-1.2612035286229974
mp-10000,Hf2S,0.136644991,11.0352934,0.0,74.0,131.0,0.35,0.26,186.48,-0.0948346450989112,-0.3592052283786337,-0.7496645221939481
mp-1007691,HfPt,0.125671388,16.38616637,0.0,56.0,179.0,2.11,0.36,152.32,-0.14221359861457897,-0.4278747925253056,-0.3569503369186963
mp-1014219,HfZn,0.150526147,11.23343336,0.0,45.0,105.0,2.65,0.31,117.9,-0.1443334715347003,-0.2862022370419778,-0.3039754418694428
mp-1014231,Hf2Zn,0.134077676,11.75599527,0.0,59.0,109.0,1.44,0.27,149.86,-0.17086361346581808,-0.35874554887352184,-0.5148406937447696
mp-1017578,HfBRh3,0.113834092,11.68366712,0.0,107.0,239.0,0.21,0.3,278.2,-0.4005533736368335,-0.17216386895233438,-0.5280747359484642
mp-1018153,HfAu2,0.22760481100000002,16.855453100000002,0.0,7.0,166.0,-11.64,0.48,20.72,-0.2492856708892995,-0.5277453927198397,-0.7219072650492137
mp-1018154,Hf2Hg,0.200685168,14.04619681,0.0,49.0,99.0,2.47,0.29,126.42,0.4346041433455409,-0.8517517822659836,-0.07510403700733742
mp-1018720,HfVSi,0.10813966,8.891443343999999,0.0,67.0,152.0,10.2,0.31,175.54,-0.46302878560149197,-0.3791281755838721,-0.2593033956496746
mp-10245,Hf3(CuSi)4,0.120522661,9.213001863999999,0.756280818,83.0,153.0,0.34,0.27,210.82,-1.9119751515540855,-1.2691557670481826,-1.8867458189428072
mp-1025223,Hf4Al3,0.105035183,9.794990781000001,0.0,86.0,123.0,0.17,0.22,209.84,-0.4199655819889808,-0.5003696509419105,-0.8828183317948034
mp-1027,HfRh3,0.125833269,13.10440787,0.0,116.0,219.0,0.46,0.27,294.64,-0.2903296331504258,-0.26679771390438217,-0.6142630425290174
mp-1029834,HfMgN2,0.138841662,7.258144412999999,0.0,75.0,157.0,2.17,0.29,193.5,-0.25356443608927653,2.1858115428261624,1.5146084197934864
mp-1042,HfSi,0.094066911,9.983668416,0.0,96.0,153.0,0.42,0.24,238.08,-0.47383524996141824,-0.28322035978318627,-0.20082846672400903
mp-10456,HfSiPt,0.110948381,13.66020762,0.0,101.0,192.0,0.11,0.28,258.56,-0.5055004014104145,-0.4622150582682698,-0.2954892389989618
mp-1069,HfSi2,0.07913543099999999,7.923770341,0.0,94.0,132.0,0.31,0.21,227.48,-0.8371220527572548,-0.31756062552615055,-0.1393673688042752
mp-10887,HfAlCu2,0.142463521,9.277709513,0.0,52.0,134.0,0.81,0.33,138.32,-0.33476695484706126,-0.6290806276957495,-0.9825523062657777
mp-11387,HfGa3,0.116818003,9.296638367,0.0,71.0,102.0,0.54,0.22,173.24,-0.3531278482923884,-0.33065325656653066,-0.4588573904005221
mp-11441,Hf2Ga3,0.119835311,10.56714998,0.0,64.0,117.0,0.15,0.27,162.56,-0.37965799022350566,-0.4031965683980746,-0.6697226422758489
mp-11449,HfMn2,0.11463855699999999,11.30554976,0.0,53.0,192.0,0.57,0.37,145.22,-0.08180323318826538,-0.42514408292260014,-0.5554935582182847
mp-11452,HfOs,0.11122222699999999,17.69125611,0.0,117.0,229.0,0.07,0.28,299.52,-0.28259860298471906,-0.464891630050092,-0.5394715001872619
mp-11453,HfPd3,0.157349911,12.76541248,0.0,85.0,179.0,0.1,0.3,221.0,-0.059422283075422855,-0.5756749974476578,-0.7228804576740573
mp-11454,Hf2Pd,0.130951873,13.11480867,0.0,55.0,137.0,1.0,0.32,145.2,-0.12003653439997988,-0.4303550403409113,-0.6266851141958415
mp-11456,HfPt3,0.138643275,19.26316891,0.0,106.0,233.0,0.08,0.3,275.6,-0.2055439015125714,-0.7858641894954722,-0.5462718814686021
mp-11457,HfRh,0.122313769,13.27764372,0.0,26.0,179.0,5.65,0.43,74.36,-0.17047550916053048,-0.2548526339949421,-0.3796140572721682
mp-11460,HfTc,0.122892158,13.17873105,0.0,76.0,192.0,0.33,0.33,202.16,-0.1479507113580348,-0.4914653981558186,-0.5853763290876618
mp-1168,HfTe5,0.21656507600000002,6.132194502999999,0.0,7.0,12.0,-636.38,0.26,17.64,-0.09555312048470642,-1.0586263448802034,-0.5895490469819892
mp-12657,HfAl2,0.09893928199999999,7.417120883,0.0,88.0,120.0,0.04,0.21,212.96,-0.2637662531856135,-0.27145317497826027,-0.25424490566046265
mp-12884,Hf5Te4,0.223888322,10.61996316,0.0,36.0,76.0,0.79,0.3,93.6,-0.20467275354535136,-1.1868503420383827,-1.3675581580156475
mp-12952,HfGaAu,0.17170595,13.301477300000002,0.0,62.0,131.0,0.16,0.3,161.2,-0.26077685940304285,-0.41557046422213356,-0.5576210234320714
mp-13155,Hf2Ag,0.16838063399999995,12.35497736,0.0,53.0,111.0,0.57,0.29,136.74,-0.15947624513689096,-0.08563425787402583,-1.1962677514833804
mp-13156,HfAg,0.20115022899999999,12.03517754,0.0,50.0,117.0,1.38,0.31,131.0,-0.13294610320577366,-0.013090946042481748,-0.9854024996080537
mp-1400,HfW2,0.11445983400000001,16.35379926,0.0,94.0,223.0,0.08,0.32,248.16,0.9455042906012106,-0.3566589686613514,0.02123131093888357
mp-15622,HfSe3,0.15110373400000002,6.66031974,0.0,10.0,16.0,38.73,0.24,24.8,0.3245057935544663,-0.7240168016595998,-0.27760859727386256
mp-15964,Hf3Sb,0.11240674099999999,12.13120119,0.0,49.0,114.0,0.2,0.31,128.38,-0.3200695401759973,-0.4706671611527556,-0.7345922018909702
mp-1689,HfRe2,0.10720468,17.50430796,0.0,75.0,262.0,0.16,0.37,205.5,-0.275510185398018,-0.20413136622344377,-0.7182606795665207
mp-17045,Hf3Rh5,0.124066753,13.20823629,0.0,67.0,194.0,0.31,0.35,180.9,-0.46324404100255623,-0.4238294174769098,-1.2706425315365213
mp-1994,HfB2,0.10542341599999999,11.1217189,0.0,242.0,251.0,0.15,0.13,546.92,-0.3309959281383985,-0.059612404136126694,-0.08991295148263692
mp-2025,HfBe5,0.112734943,6.08809749,0.0,120.0,131.0,0.35,0.15,276.0,-0.2261288521549772,-0.4978799623912283,-0.5054222570936555
mp-2027,HfCo,0.14307834,12.61270717,0.0,56.0,153.0,0.0,0.34,150.08,-0.25907290933175425,-0.33245970174071043,-0.40689511273608836
mp-2105,Hf3Si2,0.099590548,10.82743835,0.0,95.0,145.0,0.42,0.23,233.7,-0.8901823366194893,-0.46264724918923833,-0.5610978725549285
mp-21104,Hf5Sn3,0.113009666,11.68748378,0.0,47.0,113.0,0.62,0.32,124.08,-0.10684759308607428,-0.7660690451126964,-1.7198575409719368
mp-2126,HfIr3,0.131220778,20.07022773,0.0,149.0,276.0,0.84,0.27,378.46,-0.47130937029030406,-0.5994816853889494,-0.4461824779316143
mp-21340,HfGePt,0.129803266,14.41980722,0.0,79.0,177.0,0.12,0.31,206.98,-0.38796834854212686,-0.4771547181751335,-0.38389569289407943
mp-2180,HfSb2,0.09989513800000001,9.507866352999999,0.0,49.0,84.0,0.16,0.26,123.48,-0.42347006546194316,-0.40228098093911363,-0.3634338316368898
mp-22050,Hf2In5,0.135308641,9.280932966,0.0,45.0,72.0,0.15,0.24,111.6,-0.2893926606845455,-0.5616438638311403,-1.9704567900407757
mp-2337,HfCo2,0.156544295,12.0893888,0.0,74.0,156.0,0.03,0.3,192.4,-0.4075973714979257,-0.4160393094411985,-0.551500660828433
mp-2363,HfMo2,0.11864999,11.27480798,0.0,68.0,200.0,0.08,0.35,183.6,-0.19913340970112814,-0.6568162088456622,0.15058378319192295
mp-27731,HfH2,0.098401911,11.46564762,0.0,34.0,149.0,2.78,0.4,95.2,-0.262289882192192,0.8440302689316836,0.7081654876036161
mp-2802,HfRu,0.11076774199999999,13.59548912,0.0,97.0,197.0,0.31,0.29,250.26,-0.2215891759260059,-0.3665790089693421,-0.32865077435920126
mp-2828,HfN,0.154963491,13.68399703,0.0,156.0,266.0,0.5,0.25,390.0,-0.06129038458287868,0.3253356969019435,0.1722629774499574
mp-28919,Hf3Te2,0.195956872,9.956184756,0.0,20.0,27.0,17.03,0.21,48.4,-0.15761060035546712,-0.7178652180393025,-0.8149238613296964
mp-29646,HfAs2,0.087095486,9.533367619,0.0,75.0,115.0,0.17,0.23,184.5,-0.009134470286224203,-0.43806408217072396,-0.4612721720297962
mp-30383,Hf2Au,0.16611088699999998,14.86883816,0.0,59.0,134.0,0.51,0.31,154.58,-0.20644720095855845,-0.46085605521157474,-0.7029636667218054
mp-30572,Hf2Ga,0.117179243,11.88891965,0.0,63.0,119.0,0.3,0.27,160.02,-0.21793838947230187,-0.34868112671386875,-0.5386774251046629
mp-30581,Hf2Cu,0.132416958,12.40423969,0.0,58.0,123.0,0.31,0.3,150.8,-0.2108833914324319,-0.5058804024650203,-0.8352973520759082
mp-31469,Hf5CuSn3,0.120079974,11.70255254,0.0,62.0,118.0,0.14,0.28,158.72,-0.18065239542180667,-0.9505260417059508,-2.0820000765287756
mp-32887,HfTe2,0.19401238199999998,6.750964371,0.0,12.0,15.0,5.62,0.18,28.32,-0.10455031649323249,-0.5727785943762145,-0.3931933575790425
mp-352,HfO2,0.551274942,9.967760512,0.0,99.0,205.0,0.39,0.29,255.42,0.3648387360350801,0.23371206777896428,-0.6118861401107157
mp-3576,HfGaCo2,0.149788507,11.08926106,0.0,77.0,174.0,0.23,0.31,201.74,-0.4884571718735275,-0.4432970302833014,-0.6170232694140262
mp-3650,HfCu2Te3,0.227615543,7.568477435,0.0,23.0,40.0,0.36,0.26,57.96,-0.24916085582851877,-1.103641837730719,-1.182930325160365
mp-504659,Hf2P,0.10505701699999999,11.58532096,0.0,76.0,149.0,0.37,0.28,194.56,-0.3500282483266928,-0.3509918560696295,-0.3080535148634645
mp-510691,Hf5Sn4,0.113869476,11.51977858,0.0,63.0,112.0,0.14,0.26,158.76,-0.07024045248474926,-0.8417409463614627,-1.9245598639142332
mp-514,HfZn2,0.16645921800000002,10.32375427,0.0,58.0,113.0,0.01,0.28,148.48,-0.17811849590381845,-0.3235243800437331,-0.3456613190951426
mp-5221,HfAlCo2,0.139525603,9.779117756,0.0,89.0,172.0,0.05,0.28,227.84,-0.4842062745079409,-0.42732584991021755,-0.5474783313367922
mp-567817,HfGeTe4,0.220188264,6.835810424,0.0,11.0,13.0,4.95,0.18,25.96,-0.3443069357484291,-0.9459570203620351,-0.551042506489723
mp-568002,HfI3,0.165849991,5.400571418999999,0.0,2.0,4.0,26.87,0.31,5.24,0.6250190367413646,-0.7200747527043009,-0.04435424655320162
mp-568718,HfAl3,0.093523444,6.258946748,0.0,80.0,106.0,0.07,0.2,192.0,-0.3403751561956291,-0.28273971544727944,-0.2502225761688224
mp-5748,HfAlNi2,0.12898172300000002,9.53065434,0.0,49.0,164.0,0.12,0.36,133.28,-0.5393200526831161,-0.23337231531941732,-0.07841748925031608
mp-722913,Hf3Zn3N,0.158748415,11.34403775,0.0,83.0,134.0,0.0,0.24,205.84,-0.21570574155246705,0.06828264423358915,-0.37452515797779456
mp-753781,EuHfO3,0.494254569,8.894546506000001,0.0,107.0,205.0,0.32,0.28,273.92,0.26933497134592155,0.5564855675951901,-0.6311167610298302
mp-755352,Li2HfO3,0.5526835920000001,6.52332648,0.0,68.0,106.0,1.61,0.24,168.64,0.7655405088083168,1.1282760589207868,-0.6518727073151842
mp-861978,Hf2ReIr,0.121814061,17.42825204,0.0,105.0,216.0,0.03,0.29,270.9,-0.3398130992544921,-0.4159162390796192,-0.7624380117430829
mp-864647,Hf2N,0.133054712,13.23693341,0.0,141.0,195.0,-3.24,0.21,341.22,-0.08782052651399627,0.2527923850703997,-0.038602274425369294
mp-864916,Hf2TcRh,0.123471984,13.32236044,0.0,89.0,190.0,0.24,0.3,231.4,-0.23440791528409957,-0.5699812499420824,-0.9135660735914131
mp-865066,HfInRh2,0.138892101,12.09739527,0.0,145.0,174.0,-4.87,0.17,339.3,-0.2608653854730474,-0.30886926554153715,-0.7963989446049344
mp-865166,HfPd5,0.158829978,12.27719935,0.0,70.0,169.0,0.5,0.32,184.8,-0.025338173681983635,-0.7935382663859484,-1.029941053027599
mp-865178,Hf2IrRh,0.12464155,15.42087892,0.0,16.0,193.0,-60.45,0.46,46.72,-0.3172592921332217,-0.44426314294272834,-0.6517769469101188
mp-865500,Na2Hf2O5,0.469728617,6.266217796,0.0,33.0,99.0,-0.96,0.35,89.1,2.801837523219788,1.2000643490169174,-1.5771431384451433
mp-865759,YbHfRh2,0.159977703,13.01941347,0.0,42.0,137.0,0.02,0.36,114.24,-1.0312845138255229,-0.27459106708035025,-0.1527329637401637
mp-866108,HfZn3,0.17153224600000005,9.584429998,0.0,-6.0,103.0,-8.27,0.53,-18.36,-0.21190352027293596,-0.3608465230454887,-0.38734719632084186
mp-866219,HfSnRu2,0.11010550300000001,12.35904997,0.0,109.0,202.0,0.0,0.27,276.86,-0.2960227640851029,-0.5599498251472281,-0.5997143070169549
mp-867834,LiHfPt2,0.153268375,14.65485719,0.0,18.0,143.0,8.13,0.44,51.84,-0.09237465947712215,-0.2802355358942746,-0.38420524892914054
mp-924128,HfNiSn,0.11661828800000001,10.34045801,0.0,80.0,105.0,0.01,0.19,190.4,-0.2500226578180157,-0.31115483569407654,-0.37706701463514514
mp-976273,Hf3Ge2,0.12145391400000001,11.89511185,0.0,84.0,129.0,0.22,0.23,206.64,-0.6551182308829134,-0.4925265690029662,-0.7379107803451633
mp-9922,HfS3,0.12431470900000001,5.091838017,0.0,12.0,18.0,32.49,0.23,29.52,0.016183384827783913,-0.3622255615608245,-1.0918186816683768
mp-9938,Hf2Si,0.10321646699999999,11.37026205,0.0,100.0,141.0,0.1,0.21,242.0,-0.5003653918925353,-0.3557636716147302,-0.4116937185993355
mp-9939,Hf2Ge,0.12082842,12.21434254,0.0,93.0,133.0,0.09,0.22,226.92,-0.3828333390242481,-0.3707033315215941,-0.5001001724944534
mp-9953,HfP,0.09039541,9.617071687000001,0.0,86.0,148.0,0.7,0.26,216.72,-0.3234981063955756,-0.27844854423808574,-0.09718826298813765
mp-9954,HfAs,0.094304342,10.50738497,0.0,66.0,127.0,1.17,0.28,168.96,-0.059841458725903456,-0.34347208810547314,-0.36178086833677003
mp-1018709,Hf2GaSb3,0.105231515,9.767269922,0.0,64.0,88.0,0.18,0.21,154.88,-0.6873208169168419,-0.5787824570622058,-0.6903938255943821
mp-1025167,Hf(VGa2)2,0.12792799400000002,8.568621627999999,0.0,91.0,131.0,0.37,0.22,222.04,-0.41237471994813696,-0.5497266090100046,-0.6413298568374455
mp-1025193,HfGa5Co,0.12011967300000001,8.553411914,0.0,47.0,87.0,0.16,0.27,119.38,-0.6633719112097634,-0.46874830595122446,-0.7345081556640524
mp-1029330,Hf2SeN2,0.153350472,10.18628612,0.0,82.0,159.0,0.27,0.28,209.92,0.10645561630872402,0.6686292734727733,0.3908439234582919
mp-1029359,CaHfN2,0.206636486,7.781490043,0.0,131.0,171.0,0.09,0.19,311.78,-0.057821177522730645,2.0610260802363167,1.747749811290207
mp-1029730,Ca4HfN4,0.20554931699999998,4.26663835,0.0,42.0,88.0,0.65,0.3,109.2,-0.09667161892499057,6.693881439297267,6.039657770717251
mp-10322,BaHfN2,0.253405791,7.8106297489999985,0.0,44.0,104.0,1.34,0.32,116.16,0.8576537097176364,2.0207959838497787,-0.40134625604898383
mp-12533,La2Hf2O7,0.489684691,7.857130848,0.0,89.0,165.0,0.01,0.27,226.06,1.2802048612726435,2.560032562155846,-0.7363417213716208
mp-13947,Rb2HfF6,0.300818842,4.657618969,0.0,10.0,22.0,0.36,0.3,26.0,4.728801172148062,-2.7959255728785517,3.5920724297153073
mp-13948,Cs2HfF6,0.326427246,4.956427103,0.0,9.0,20.0,0.62,0.31,23.58,4.876944441780803,-3.5504986729809533,3.8997017228205064
mp-15297,Hf6NiSb2,0.11738917900000001,12.20987986,0.0,71.0,126.0,0.13,0.26,178.92,-0.7322021263712886,-0.7516003805019207,-1.3278352180626305
mp-15986,Hf(CuP)2,0.11172188300000001,7.941810442,0.0,65.0,133.0,0.39,0.29,167.7,-0.6840573702970326,-0.6769309876224572,-0.6563720324462077
mp-16501,HfAlPd2,0.134459213,10.44984751,0.0,26.0,163.0,0.83,0.42,73.84,-0.15307324078215823,-0.47802990344753127,-0.5653278305056458
mp-20401,HfCuSi2,0.10142584,8.09919192,0.0,87.0,135.0,0.48,0.24,215.76,-0.9109268550929854,-0.5020176221194046,-0.5015099043611116
mp-20730,HfCo2Sn,0.143458614,11.27775416,0.0,78.0,164.0,0.26,0.3,202.8,-0.3709902308965995,-0.4917112106899651,-0.7562029837707279
mp-22315,HfCoSn,0.13137054,11.31261398,0.0,72.0,140.0,0.29,0.28,184.32,-0.222465768730428,-0.4081316029894767,-0.6115974356783836
mp-22489,HfCuSi,0.121171001,9.807822548999999,0.0,85.0,155.0,0.19,0.27,215.9,-0.5476400522971501,-0.4676773563764404,-0.5629710022808462
mp-22637,HfNbP,0.10993765400000001,9.894290736,0.0,99.0,179.0,0.38,0.27,251.46,0.022422606060337087,0.011758917375831129,-0.5636418445144161
mp-29154,Hf2CoP,0.11938797,11.44378749,0.0,86.0,166.0,0.39,0.28,220.16,-0.4985527104928648,-0.4345714637701178,-0.4526590629558098
mp-29398,Cs2HfI6,0.240784656,4.629361638,0.0,4.0,7.0,0.16,0.25,10.0,3.8957547318554684,-2.9591171050812854,2.1782547120010944
mp-29419,Hf(Te2Cl3)2,0.12780476699999999,3.77054747,0.0,2.0,7.0,21.79,0.39,5.56,2.1833813082931757,-2.2595961305062633,1.0653095674448392
mp-3378,SrHfO3,0.537600255,7.508740709,0.0,91.0,157.0,0.03,0.26,229.32,0.9964601451590475,1.2536842086293982,-0.6348182654802087
mp-561442,Y2Hf2O7,0.502255595,7.366993711,0.29495625,96.0,171.0,0.03,0.26,241.92,1.3880927021287475,1.8139025706670555,-1.7706393982684379
mp-567220,Hf2SbP,0.099311665,10.20499005,0.0,70.0,124.0,0.88,0.26,176.4,-0.5064890574748733,-0.4276922995190753,-0.3586256483600379
mp-571147,Hf(SiNi)2,0.106785765,8.567434555,0.0,76.0,174.0,0.22,0.31,199.12,-1.1892847552647714,-0.29076630633632694,0.04048237709751294
mp-571619,HfAlPt,0.11427336199999999,12.571930900000002,0.0,76.0,163.0,0.42,0.3,197.6,-0.2188225016245945,-0.43916133299432464,-0.3529280074270559
mp-5918,Hf2NiP,0.11585780400000001,11.39762285,0.0,94.0,167.0,0.23,0.26,236.88,-0.5261095995804517,-0.33759469647471774,-0.21812864191257073
mp-600125,HfInCu2,0.162341808,10.62059265,0.0,49.0,123.0,1.36,0.32,129.36,-0.28862086615461496,-0.6658381788186054,-1.286035030461759
mp-753669,Hf(MnSn)6,0.105043421,8.947031143,0.0,72.0,113.0,0.29,0.24,178.56,0.195330038374327,-1.2317034681799541,-2.370115483021137
mp-861875,LiHf2Re,0.137202777,12.90312181,0.0,48.0,136.0,0.09,0.34,128.64,-0.1380553676264651,0.027584913152737436,-0.6337345137159507
mp-862610,LiHfIr2,0.152533683,15.39350045,0.0,67.0,172.0,0.09,0.33,178.22,-0.2695516386622774,-0.15598053315659272,-0.31747897990448193
mp-864715,HfInCo2,0.16424439300000002,11.38323869,0.0,76.0,160.0,0.19,0.29,196.08,-0.4380601858154949,-0.46408340103307333,-0.8509610555327745
mp-864734,HfInPd2,0.154999508,11.70613839,0.0,30.0,145.0,6.63,0.4,84.0,-0.10692715208971183,-0.5147874545703878,-0.8688105547016266
mp-864798,HfZnIr2,0.14550903199999998,16.54244346,0.0,87.0,213.0,0.56,0.32,229.68,-0.3848407536178478,-0.5199366312744625,-0.4265707173946897
mp-864807,HfZnNi2,0.158155971,10.75546822,0.0,49.0,151.0,0.67,0.35,132.3,-0.4964961740422186,-0.25940791785215384,-0.12412569596765591
mp-864835,Hf2CoIr,0.134267617,15.20009107,0.0,40.0,190.0,1.96,0.4,112.0,-0.40585669230444515,-0.5218702106884966,-0.6790580023740386
mp-865001,HfScOs2,0.118430811,14.79074753,0.0,93.0,201.0,0.0,0.3,241.8,-0.5552569887227159,-0.7233640048685892,-0.7721854873974184
mp-865010,HfGaRu2,0.11011687099999999,12.05564688,0.0,76.0,196.0,0.06,0.33,202.16,-0.4134897050620309,-0.5115356447405649,-0.4605345926602523
mp-865023,HfTc2Sb,0.122657901,12.05383818,0.0,92.0,204.0,0.09,0.3,239.2,-0.3418137846986669,-0.81075114572086,-0.9590352270281528
mp-865049,HfMgPd2,0.14875883199999998,9.954600818,0.0,38.0,127.0,0.76,0.37,104.12,-0.3179964518612449,0.8195166920035422,0.3384427402525442
mp-865091,HfMnRh2,0.11284096699999999,11.46597848,0.0,68.0,177.0,0.52,0.33,180.88,-0.2160299641668195,-0.348957168390851,-0.6435405466878638
mp-865094,HfNbTc2,0.123276724,11.52785011,0.0,92.0,216.0,0.34,0.31,241.04,0.16056773690542583,-0.4438432406574979,-1.3749166750578576
mp-865163,HfBeRh2,0.11906674199999999,11.27534987,0.0,66.0,213.0,0.08,0.36,179.52,-0.2535186521533574,-0.3106251476198635,-0.5455650883905754
mp-865165,HfScCo2,0.149066807,9.108180341,0.0,65.0,130.0,0.11,0.29,167.7,-0.5082056014167858,-0.4585001482498256,-0.5070327124950705
mp-865174,HfCdRh2,0.169546858,12.20158825,0.0,58.0,163.0,0.81,0.34,155.44,0.04712431953959523,-0.21091251778254347,-0.9006255378517722
mp-865209,TmHfOs2,0.14733026300000002,16.758906099999994,0.0,87.0,185.0,0.04,0.3,226.2,-1.0335781342919692,-0.9343923276404953,-0.7637721292799536
mp-865785,YbHfIr2,0.162264873,17.00923078,0.0,46.0,159.0,0.84,0.37,126.04,-1.1519376719187755,-0.49638038140339513,-0.040679254008561566
mp-866012,Hf2ZnRe,0.132438483,14.06711296,0.0,58.0,160.0,0.83,0.34,155.44,-0.2533444825820358,-0.3363711849651325,-0.7428262512061585
mp-866062,HfSiRu2,0.095356889,11.45137917,0.0,106.0,224.0,0.21,0.3,275.6,-0.6959167074822644,-0.5186181896414263,-0.33355088615492495
mp-866094,HfZnCu2,0.171373461,10.50891644,0.0,43.0,133.0,2.19,0.35,116.1,-0.29194307620616344,-0.655116230228486,-1.028260512983117
mp-866114,HfTc2W,0.121145535,14.257435599999999,0.0,119.0,244.0,0.38,0.29,307.02,0.34267339333291025,-0.7879401395819792,-0.766702655740266
mp-866221,HfSnRh2,0.12226240099999999,12.11180429,0.0,-32.0,179.0,-6.68,0.59,-101.76,-0.1937954305541518,-0.33649707519842853,-0.7016408728428881
mp-867119,LiHfPd2,0.163727767,10.11668538,0.0,21.0,117.0,1.01,0.41,59.22,0.0050397528143100705,-0.14010940786239834,-0.501944299732777
mp-867300,Rb2Hf2O5,0.56625278,6.6963019510000015,0.0,39.0,87.0,2.09,0.3,101.4,3.43841431047937,-0.1282175949343067,0.3498980921720571
mp-9321,Ba2HfS4,0.213098908,4.933313512,0.0,30.0,58.0,0.51,0.28,76.8,1.7977993922611952,1.842481607943645,-3.384651938528539
mp-973890,HoHfRu2,0.133853852,12.47885918,0.0,72.0,168.0,0.46,0.31,188.64,-0.8890647765583853,-0.7183959076823019,-0.18711781185380597
mp-974943,HfZrTc2,0.122386736,10.93601616,0.0,67.0,141.0,0.32,0.29,172.86,-0.22303470480929222,-0.8711922732137884,-1.0201387551746137
mp-9755,HfGeO4,0.600267285,8.265722127,0.0,91.0,231.0,0.36,0.33,242.06,0.5944711693081945,0.6670243039483224,-0.9884280715530711
